Id,Label,timeset,d0,indegree,outdegree,Degree
Norwegian Directorate Of Immigration,Norwegian Directorate Of Immigration,,0,2,0,2
Julio De Mesquita Neto,Julio De Mesquita Neto,,0,2,0,2
Crab Rangoon,Crab Rangoon,,0,2,0,2
National Assembly Of Tajikistan,National Assembly Of Tajikistan,,0,2,0,2
Botafogo,Botafogo,,0,5,0,5
Brazil Communication Company,Brazil Communication Company,,0,2,0,2
"Fagundes, Paraíba","Fagundes, Paraíba",,0,2,0,2
Tabanka,Tabanka,,0,5,0,5
Battle Of Ostrołęka (1807),Battle Of Ostrołęka (1807),,0,2,0,2
"University Of California, Berkeley","University Of California, Berkeley",,0,2,0,2
Parintins,Parintins,,0,4,0,4
Br-499,Br-499,,0,2,0,2
Engenheiro Navarro,Engenheiro Navarro,,0,4,0,4
Mediterranean,Mediterranean,,0,3,0,3
Brazil–Philippines Relations,Brazil–Philippines Relations,,0,6,0,6
Sino-Soviet Split,Sino-Soviet Split,,0,2,0,2
Vargem Alegre,Vargem Alegre,,0,4,0,4
Religion In Japan,Religion In Japan,,0,2,0,2
Paleogene,Paleogene,,0,2,0,2
São Mateus Do Sul,São Mateus Do Sul,,0,7,0,7
"Maria Teresa, Princess Of Beira","Maria Teresa, Princess Of Beira",,0,5,0,5
Br-363,Br-363,,0,2,0,2
Australia (Continent),Australia (Continent),,0,2,0,2
Brazilian Sign Language,Brazilian Sign Language,,0,15,30,45
Monarchism In Brazil,Monarchism In Brazil,,0,6,0,6
Senhora Dos Remédios,Senhora Dos Remédios,,0,4,0,4
Iso 5428,Iso 5428,,0,2,0,2
Palestinian Security Services,Palestinian Security Services,,0,2,0,2
Fortaleza Air Force Base,Fortaleza Air Force Base,,0,2,0,2
Museu Do Ipiranga,Museu Do Ipiranga,,0,5,0,5
Iso/Iec 10967,Iso/Iec 10967,,0,2,0,2
Vila Isabel,Vila Isabel,,0,2,0,2
Lgbt Rights In Brazil,Lgbt Rights In Brazil,,0,27,0,27
Taekwondo In Brazil,Taekwondo In Brazil,,0,2,0,2
Estrada De Ferro Noroeste Do Brasil,Estrada De Ferro Noroeste Do Brasil,,0,2,0,2
"Sagrada Família, Rio Grande Do Sul","Sagrada Família, Rio Grande Do Sul",,0,3,0,3
Community Of Metros,Community Of Metros,,0,2,0,2
Carnival Of Australia,Carnival Of Australia,,0,2,0,2
Diocese Of Luanda,Diocese Of Luanda,,0,2,0,2
Joaquim Felício,Joaquim Felício,,0,4,0,4
Antarctic Ice Sheet,Antarctic Ice Sheet,,0,2,0,2
African Union,African Union,,0,6,0,6
Customs Department (Lithuania),Customs Department (Lithuania),,0,2,0,2
Lebanese State Security,Lebanese State Security,,0,2,0,2
"Benevides, Brazil","Benevides, Brazil",,0,4,0,4
Revanchism,Revanchism,,0,2,0,2
A Mão E A Luva,A Mão E A Luva,,0,2,0,2
Man Latin America,Man Latin America,,0,2,0,2
Coração De Jesus,Coração De Jesus,,0,4,0,4
People'S Police Of The People'S Republic Of China,People'S Police Of The People'S Republic Of China,,0,2,0,2
"Bento Gonçalves, Rio Grande Do Sul","Bento Gonçalves, Rio Grande Do Sul",,0,12,0,12
Caixa Cultural São Paulo,Caixa Cultural São Paulo,,0,5,0,5
João Pessoa Cavalcânti De Albuquerque,João Pessoa Cavalcânti De Albuquerque,,0,6,0,6
Bananas,Bananas,,0,2,0,2
Processo De Impeachment De Getúlio Vargas,Processo De Impeachment De Getúlio Vargas,,0,5,0,5
Amazon Natural Region,Amazon Natural Region,,0,4,0,4
Campo Novo,Campo Novo,,0,3,0,3
Knee (Strike),Knee (Strike),,0,4,0,4
Ralph Waldo Emerson,Ralph Waldo Emerson,,0,5,0,5
Arnis,Arnis,,0,4,0,4
Triathlon,Triathlon,,0,2,0,2
Palmares Do Sul,Palmares Do Sul,,0,3,0,3
Senate Of Jamaica,Senate Of Jamaica,,0,2,0,2
Football Teams In Rio De Janeiro,Football Teams In Rio De Janeiro,,0,2,0,2
"Uru, São Paulo","Uru, São Paulo",,0,2,0,2
Cyro Dos Anjos,Cyro Dos Anjos,,0,14,0,14
National Intelligence Agency (Togo),National Intelligence Agency (Togo),,0,2,0,2
Opposition To World War I,Opposition To World War I,,0,2,0,2
Klementina Kalašová,Klementina Kalašová,,0,2,0,2
Carmo Da Mata,Carmo Da Mata,,0,4,0,4
Catholic Church In Lithuania,Catholic Church In Lithuania,,0,2,0,2
Imperatriz Airport,Imperatriz Airport,,0,2,0,2
Shelda Bede,Shelda Bede,,0,2,0,2
Regional Labor Court 19Th Region,Regional Labor Court 19Th Region,,0,2,0,2
Rashguard,Rashguard,,0,2,0,2
Farmer,Farmer,,0,4,0,4
Gilbués,Gilbués,,0,2,0,2
Hans-Dietrich Genscher,Hans-Dietrich Genscher,,0,2,0,2
Chemical Weapons In World War I,Chemical Weapons In World War I,,0,2,0,2
Humidity,Humidity,,0,5,0,5
Religion In Monaco,Religion In Monaco,,0,2,0,2
Bayreuth Festspielhaus,Bayreuth Festspielhaus,,0,2,0,2
Intermediate Geographic Region Of Barbacena,Intermediate Geographic Region Of Barbacena,,0,4,0,4
Giza Necropolis,Giza Necropolis,,0,2,0,2
Directorate-General Of Customs And Indirect Taxes,Directorate-General Of Customs And Indirect Taxes,,0,2,0,2
"Bela Vista, Mato Grosso Do Sul","Bela Vista, Mato Grosso Do Sul",,0,2,0,2
Tv5Monde,Tv5Monde,,0,2,0,2
Jongo Da Serrinha,Jongo Da Serrinha,,0,16,0,16
Nouakchott,Nouakchott,,0,2,0,2
Square Foot,Square Foot,,0,2,0,2
Antônio Conselheiro,Antônio Conselheiro,,0,7,0,7
Military Police Of Paraíba State,Military Police Of Paraíba State,,0,8,0,8
Avenida Brasil (Rio De Janeiro),Avenida Brasil (Rio De Janeiro),,0,4,0,4
Morada Nova De Minas,Morada Nova De Minas,,0,4,0,4
Roman Catholic Diocese Of Jataí,Roman Catholic Diocese Of Jataí,,0,2,0,2
Cachoeira,Cachoeira,,0,5,0,5
Andira Marau,Andira Marau,,0,3,0,3
Paulo Coelho,Paulo Coelho,,0,15,0,15
Battle Of Tannenberg,Battle Of Tannenberg,,0,2,0,2
Desterro De Entre Rios,Desterro De Entre Rios,,0,4,0,4
Federal Office For Foreign Affairs And Asylum (Austria),Federal Office For Foreign Affairs And Asylum (Austria),,0,2,0,2
Heaven,Heaven,,0,4,0,4
Definite Article,Definite Article,,0,4,0,4
Developmentalism,Developmentalism,,0,4,0,4
United Baltic Duchy,United Baltic Duchy,,0,2,0,2
Saxony,Saxony,,0,2,0,2
Montauri,Montauri,,0,4,0,4
Leather,Leather,,0,8,0,8
Cristalândia Do Piauí,Cristalândia Do Piauí,,0,2,0,2
Ibotirama,Ibotirama,,0,5,0,5
Wauja People,Wauja People,,0,3,0,3
Alegrete Do Piauí,Alegrete Do Piauí,,0,2,0,2
Subdivisions Of Saint Kitts And Nevis,Subdivisions Of Saint Kitts And Nevis,,0,2,0,2
African Capacity For Immediate Response To Crises,African Capacity For Immediate Response To Crises,,0,2,0,2
1984 Summer Olympics,1984 Summer Olympics,,0,4,0,4
"Lorena, São Paulo","Lorena, São Paulo",,0,3,0,3
Greensbury Washington Offley,Greensbury Washington Offley,,0,2,0,2
1948 Venezuelan Coup D'État,1948 Venezuelan Coup D'État,,0,2,0,2
Freeway,Freeway,,0,2,0,2
Margay,Margay,,0,4,0,4
1998 Fia Gt Championship Season,1998 Fia Gt Championship Season,,0,2,0,2
Teófilo Otoni,Teófilo Otoni,,0,6,0,6
Planned City,Planned City,,0,4,0,4
Caconde,Caconde,,0,2,0,2
Itatiba Do Sul,Itatiba Do Sul,,0,3,0,3
Fordlândia,Fordlândia,,0,2,0,2
Johann Baptist Von Spix,Johann Baptist Von Spix,,0,2,0,2
1995 Pan American Games,1995 Pan American Games,,0,3,0,3
Hermilo Borba Filho,Hermilo Borba Filho,,0,16,0,16
Jitaúna,Jitaúna,,0,4,0,4
Mirabela,Mirabela,,0,4,0,4
Garda Síochána,Garda Síochána,,0,2,0,2
José Do Patrocínio,José Do Patrocínio,,0,33,0,33
Fiuman Dialect,Fiuman Dialect,,0,2,0,2
Battle Of Vittorio Veneto,Battle Of Vittorio Veneto,,0,2,0,2
Golden Age Of Russian Poetry,Golden Age Of Russian Poetry,,0,4,0,4
São Miguel Do Tapuio,São Miguel Do Tapuio,,0,2,0,2
"South Region, Brazil","South Region, Brazil",,0,102,246,348
Homeland Security (Egypt),Homeland Security (Egypt),,0,2,0,2
Cruzeiro Da Fortaleza,Cruzeiro Da Fortaleza,,0,4,0,4
Rua Oscar Freire,Rua Oscar Freire,,0,5,0,5
Indigenous Peoples In Argentina,Indigenous Peoples In Argentina,,0,2,0,2
Cattle,Cattle,,0,13,0,13
Building,Building,,0,4,0,4
Gianfrancesco Guarnieri,Gianfrancesco Guarnieri,,0,18,0,18
Battle Of Cer,Battle Of Cer,,0,2,0,2
Police Of Mali,Police Of Mali,,0,2,0,2
Kongbap,Kongbap,,0,2,0,2
Duke Ellington,Duke Ellington,,0,2,0,2
Garroted,Garroted,,0,2,0,2
Central Station (Film),Central Station (Film),,0,12,95,107
"Black God, White Devil","Black God, White Devil",,0,6,0,6
Charles Sumner Tainter,Charles Sumner Tainter,,0,2,0,2
Bento Fernandes,Bento Fernandes,,0,2,0,2
Mani Pulite,Mani Pulite,,0,8,0,8
"Ferdinand Of Portugal, Duke Of Guarda","Ferdinand Of Portugal, Duke Of Guarda",,0,2,0,2
Pannonian Romance,Pannonian Romance,,0,2,0,2
Brazil–Malaysia Relations,Brazil–Malaysia Relations,,0,6,0,6
Central African Empire,Central African Empire,,0,2,0,2
Duolingo,Duolingo,,0,2,0,2
São Luís Do Piauí,São Luís Do Piauí,,0,2,0,2
São Tomean Portuguese,São Tomean Portuguese,,0,2,0,2
Brewing,Brewing,,0,2,0,2
Colombian Space Commission,Colombian Space Commission,,0,2,0,2
Pimenteiras,Pimenteiras,,0,2,0,2
Bill Drayton,Bill Drayton,,0,2,0,2
Lagoa De Velhos,Lagoa De Velhos,,0,2,0,2
2011 Brazilian Grand Prix,2011 Brazilian Grand Prix,,0,2,0,2
State Migration Service Of Kyrgyzstan,State Migration Service Of Kyrgyzstan,,0,2,0,2
Religion In Portugal,Religion In Portugal,,0,2,0,2
Ecosystem Service,Ecosystem Service,,0,2,0,2
State Customs Committee (Azerbaijan),State Customs Committee (Azerbaijan),,0,2,0,2
Santana Da Ponte Pensa,Santana Da Ponte Pensa,,0,2,0,2
Judo In Brazil,Judo In Brazil,,0,2,0,2
Austrians,Austrians,,0,3,0,3
Intellectual History,Intellectual History,,0,2,0,2
Iso 13567,Iso 13567,,0,2,0,2
"Pedro, Prince Of Brazil","Pedro, Prince Of Brazil",,0,6,0,6
Gal Costa,Gal Costa,,0,22,0,22
São Paulo–Guarulhos International Airport,São Paulo–Guarulhos International Airport,,0,9,252,261
Cotia,Cotia,,0,5,0,5
Eduardo Bolsonaro,Eduardo Bolsonaro,,0,4,0,4
Google Video,Google Video,,0,2,0,2
Code Noir,Code Noir,,0,5,0,5
Água Doce,Água Doce,,0,2,0,2
"Constantina, Rio Grande Do Sul","Constantina, Rio Grande Do Sul",,0,3,0,3
Greek Orthodox Church Of Antioch,Greek Orthodox Church Of Antioch,,0,4,0,4
"Glória, Porto Alegre","Glória, Porto Alegre",,0,2,0,2
Jeux De La Francophonie,Jeux De La Francophonie,,0,2,0,2
Ibitirama,Ibitirama,,0,3,0,3
Calumbi,Calumbi,,0,2,0,2
Omineca Gold Rush,Omineca Gold Rush,,0,2,0,2
Battle Of Loos,Battle Of Loos,,0,2,0,2
Quilombo,Quilombo,,0,11,0,11
Roman Catholic Diocese Of São Luíz De Cáceres,Roman Catholic Diocese Of São Luíz De Cáceres,,0,2,0,2
Cold War,Cold War,,0,13,0,13
"Tuiuti, São Paulo","Tuiuti, São Paulo",,0,2,0,2
Antônio Dias,Antônio Dias,,0,4,0,4
Carl Friedrich Philipp Von Martius,Carl Friedrich Philipp Von Martius,,0,2,0,2
Serro,Serro,,0,6,0,6
Governor,Governor,,0,9,0,9
Luís Da Câmara Cascudo,Luís Da Câmara Cascudo,,0,5,0,5
History Of The Jews In Tunisia,History Of The Jews In Tunisia,,0,2,0,2
Malhada De Pedras,Malhada De Pedras,,0,4,0,4
Marituba,Marituba,,0,4,0,4
Tennis In Brazil,Tennis In Brazil,,0,2,0,2
Race And Ethnicity In Northern America,Race And Ethnicity In Northern America,,0,2,0,2
Policia De Migracion (Venezuela),Policia De Migracion (Venezuela),,0,2,0,2
Campo Novo De Rondônia,Campo Novo De Rondônia,,0,2,0,2
Erechim,Erechim,,0,6,0,6
Amnesty Law,Amnesty Law,,0,10,64,74
Cosan,Cosan,,0,2,0,2
Seashell,Seashell,,0,3,0,3
Field Kitchen,Field Kitchen,,0,2,0,2
Homophonous,Homophonous,,0,2,0,2
Miguel Ricardo De Álava,Miguel Ricardo De Álava,,0,2,0,2
"Fernando Ii, Duke Of Braganza","Fernando Ii, Duke Of Braganza",,0,6,0,6
Santo Antônio Do Palma,Santo Antônio Do Palma,,0,3,0,3
"Church Of Nosso Senhor Do Bonfim, Salvador","Church Of Nosso Senhor Do Bonfim, Salvador",,0,2,0,2
Asdrúbal Da Cunha,Asdrúbal Da Cunha,,0,3,0,3
National Telecommunication Monitoring Centre,National Telecommunication Monitoring Centre,,0,2,0,2
Portuguese-Speaking African Countries,Portuguese-Speaking African Countries,,0,3,0,3
Igaracy,Igaracy,,0,2,0,2
André Mendonça,André Mendonça,,0,3,0,3
São Pedro Do Suaçuí,São Pedro Do Suaçuí,,0,4,0,4
Getúlio Vargas,Getúlio Vargas,,0,94,592,686
Iso 19092-2,Iso 19092-2,,0,2,0,2
Maragogipe,Maragogipe,,0,4,0,4
Court Of Justice Of Goiás,Court Of Justice Of Goiás,,0,2,0,2
National Assembly (Central African Republic),National Assembly (Central African Republic),,0,2,0,2
Ee-11 Urutu,Ee-11 Urutu,,0,2,0,2
Novo Oriente De Minas,Novo Oriente De Minas,,0,4,0,4
American Revolution,American Revolution,,0,6,0,6
Phases Of Operation Car Wash,Phases Of Operation Car Wash,,0,8,0,8
Fernando Haddad 2018 Presidential Campaign,Fernando Haddad 2018 Presidential Campaign,,0,2,0,2
Witchcraft,Witchcraft,,0,2,0,2
Taro Dumpling,Taro Dumpling,,0,2,0,2
Vasco Prado,Vasco Prado,,0,2,0,2
Subdivisions Of Antigua And Barbuda,Subdivisions Of Antigua And Barbuda,,0,2,0,2
Catholic Church In Oman,Catholic Church In Oman,,0,2,0,2
Prince Royal Of Portugal,Prince Royal Of Portugal,,0,8,0,8
Inter Caetera,Inter Caetera,,0,2,0,2
Horizontina,Horizontina,,0,3,0,3
Quincas Borba,Quincas Borba,,0,3,0,3
"Roman Catholic Diocese Of Viana, Brazil","Roman Catholic Diocese Of Viana, Brazil",,0,2,0,2
Victoria'S Secret Angel,Victoria'S Secret Angel,,0,2,0,2
Caio Terra,Caio Terra,,0,2,0,2
History Of Chile,History Of Chile,,0,2,0,2
Paço Imperial,Paço Imperial,,0,19,0,19
Luso-Brazilian Invasion,Luso-Brazilian Invasion,,0,2,0,2
Hospital Das Clínicas Da Universidade De São Paulo,Hospital Das Clínicas Da Universidade De São Paulo,,0,2,0,2
Azores Islands,Azores Islands,,0,7,0,7
Bonfire,Bonfire,,0,6,0,6
Turkish Abductions,Turkish Abductions,,0,4,0,4
Brazilian Navy General Staff,Brazilian Navy General Staff,,0,10,0,10
Embraer Erj-175,Embraer Erj-175,,0,2,0,2
Br-402,Br-402,,0,2,0,2
"Jurema, Piauí","Jurema, Piauí",,0,2,0,2
September 11 Attacks,September 11 Attacks,,0,2,0,2
Coari,Coari,,0,2,0,2
Armed Forces Of The Argentine Republic,Armed Forces Of The Argentine Republic,,0,2,0,2
Unisinos,Unisinos,,0,22,0,22
Finance Minister,Finance Minister,,0,2,0,2
Law Enforcement In Saudi Arabia,Law Enforcement In Saudi Arabia,,0,2,0,2
Directorate General Of Migrations (Paraguay),Directorate General Of Migrations (Paraguay),,0,2,0,2
Isbn (Identifier),Isbn (Identifier),,0,292,419,711
Frijoles Charros,Frijoles Charros,,0,3,0,3
Roger Cruz,Roger Cruz,,0,2,0,2
Potiraguá,Potiraguá,,0,4,0,4
Unaysaurus,Unaysaurus,,0,2,0,2
Maria Esther Bueno,Maria Esther Bueno,,0,2,0,2
Consumer Durable,Consumer Durable,,0,2,0,2
Vila Assunção,Vila Assunção,,0,2,0,2
Br-414,Br-414,,0,3,0,3
Conservative Republican Party,Conservative Republican Party,,0,2,0,2
Cabo Orange National Park,Cabo Orange National Park,,0,3,0,3
"Guaraciaba, Minas Gerais","Guaraciaba, Minas Gerais",,0,7,0,7
German Immigration To Switzerland,German Immigration To Switzerland,,0,2,0,2
Vigo,Vigo,,0,3,0,3
National Coat Of Arms,National Coat Of Arms,,0,3,0,3
"Ouro Branco, Rio Grande Do Norte","Ouro Branco, Rio Grande Do Norte",,0,2,0,2
Planalto Central,Planalto Central,,0,4,0,4
"Brazilian Marine Pipes, Drum And Bugle Corps","Brazilian Marine Pipes, Drum And Bugle Corps",,0,2,0,2
Joaquim Silvério Dos Reis,Joaquim Silvério Dos Reis,,0,2,0,2
Catholic Church In Iceland,Catholic Church In Iceland,,0,2,0,2
1912 Summer Olympics,1912 Summer Olympics,,0,2,0,2
General Administration Of Customs (Haiti),General Administration Of Customs (Haiti),,0,2,0,2
Maranhão Babaçu Forests,Maranhão Babaçu Forests,,0,3,0,3
Bbc Online,Bbc Online,,0,3,0,3
Skyline,Skyline,,0,2,0,2
Quadrille,Quadrille,,0,2,0,2
Brazilian Army Aviation,Brazilian Army Aviation,,0,4,0,4
Formigueiro,Formigueiro,,0,3,0,3
"Division Of Ports, Airports And Border Posts (Guatemala)","Division Of Ports, Airports And Border Posts (Guatemala)",,0,2,0,2
"Ipanema, Minas Gerais","Ipanema, Minas Gerais",,0,4,0,4
Congregação Israelita Paulista,Congregação Israelita Paulista,,0,2,0,2
Hong Kong Street Food,Hong Kong Street Food,,0,2,0,2
Southern Rhodesia In World War I,Southern Rhodesia In World War I,,0,2,0,2
Iso 7010,Iso 7010,,0,2,0,2
Embratel,Embratel,,0,3,0,3
Ribeirão Dos Índios,Ribeirão Dos Índios,,0,2,0,2
Catholic Church In Azerbaijan,Catholic Church In Azerbaijan,,0,2,0,2
Cajuru,Cajuru,,0,2,0,2
Plain,Plain,,0,3,0,3
Gilberto Amado,Gilberto Amado,,0,14,0,14
Grão Mogol,Grão Mogol,,0,4,0,4
Henry Luce,Henry Luce,,0,2,0,2
Roman Catholic Archdiocese Of São Sebastião Do Rio De Janeiro,Roman Catholic Archdiocese Of São Sebastião Do Rio De Janeiro,,0,3,0,3
Lands Inhabited By Indigenous Peoples,Lands Inhabited By Indigenous Peoples,,0,2,0,2
Agudos,Agudos,,0,2,0,2
Religion In El Salvador,Religion In El Salvador,,0,2,0,2
Entre Folhas,Entre Folhas,,0,4,0,4
"Human Resources, Science, And Technology Committee","Human Resources, Science, And Technology Committee",,0,2,0,2
Antônio Gonçalves Dias,Antônio Gonçalves Dias,,0,6,663,669
Abraham Lincoln,Abraham Lincoln,,0,3,0,3
Knight'S Cross Of The Iron Cross,Knight'S Cross Of The Iron Cross,,0,2,0,2
Natal City Park,Natal City Park,,0,2,0,2
Brt Abc,Brt Abc,,0,9,0,9
Cogna Educação,Cogna Educação,,0,2,0,2
Monarchy Of Saint Lucia,Monarchy Of Saint Lucia,,0,2,0,2
Education In Paraguay,Education In Paraguay,,0,3,0,3
Civil Police Of Rio Grande Do Norte State,Civil Police Of Rio Grande Do Norte State,,0,8,0,8
Caprichosos De Pilares,Caprichosos De Pilares,,0,2,0,2
Agostinho José Da Mota,Agostinho José Da Mota,,0,2,0,2
Carybé,Carybé,,0,17,0,17
First Language,First Language,,0,2,0,2
Bady Bassitt,Bady Bassitt,,0,2,0,2
"Salgadinho, Paraíba","Salgadinho, Paraíba",,0,2,0,2
Milagres Do Maranhão,Milagres Do Maranhão,,0,3,0,3
"Areias, São Paulo","Areias, São Paulo",,0,2,0,2
Alexandre Silveira,Alexandre Silveira,,0,5,0,5
Lábrea,Lábrea,,0,3,0,3
Mathias Lobato,Mathias Lobato,,0,4,0,4
Catholic Church In Lesotho,Catholic Church In Lesotho,,0,2,0,2
Luxembourgers,Luxembourgers,,0,5,0,5
Judeo-Malayalam,Judeo-Malayalam,,0,2,0,2
Directorate Of Intelligence And Security,Directorate Of Intelligence And Security,,0,2,0,2
João Filgueiras,João Filgueiras,,0,16,0,16
"Inhaúma, Minas Gerais","Inhaúma, Minas Gerais",,0,4,0,4
Madeira River,Madeira River,,0,15,52,67
Cocalinho,Cocalinho,,0,2,0,2
Joselia Aguiar,Joselia Aguiar,,0,2,0,2
"Ananindeua, Pará","Ananindeua, Pará",,0,4,0,4
Monções,Monções,,0,2,0,2
Cumaru Do Norte,Cumaru Do Norte,,0,4,0,4
Anomie,Anomie,,0,2,0,2
New Zealand Security Intelligence Service,New Zealand Security Intelligence Service,,0,2,0,2
Belmiro De Almeida,Belmiro De Almeida,,0,4,0,4
Battle Of The Mincio River (1814),Battle Of The Mincio River (1814),,0,2,0,2
War Of The Portuguese Succession,War Of The Portuguese Succession,,0,3,0,3
Military Gendarmerie (Poland),Military Gendarmerie (Poland),,0,2,0,2
Programa Nacional De Fortalecimento Da Agricultura Familiar,Programa Nacional De Fortalecimento Da Agricultura Familiar,,0,2,0,2
Águas De Lindoia,Águas De Lindoia,,0,2,0,2
Algeria–Brazil Relations,Algeria–Brazil Relations,,0,6,0,6
Anglican Episcopal Church Of Brazil,Anglican Episcopal Church Of Brazil,,0,3,0,3
Ana De Hollanda,Ana De Hollanda,,0,4,0,4
Constituent Cortes Of 1820,Constituent Cortes Of 1820,,0,3,0,3
Manuela D'Ávila,Manuela D'Ávila,,0,6,0,6
Sericita,Sericita,,0,4,0,4
Thomas E. Skidmore,Thomas E. Skidmore,,0,3,0,3
Law Enforcement,Law Enforcement,,0,2,0,2
Paris Peace Conference (1919–1920),Paris Peace Conference (1919–1920),,0,2,0,2
Street Food Of Thailand,Street Food Of Thailand,,0,2,0,2
Pedrinópolis,Pedrinópolis,,0,4,0,4
Office Open Xml,Office Open Xml,,0,2,0,2
Pato No Tucupi,Pato No Tucupi,,0,2,0,2
Marliéria,Marliéria,,0,4,0,4
Aluminum,Aluminum,,0,10,0,10
Vitória Do Mearim,Vitória Do Mearim,,0,3,0,3
The Amulet Of Ogum,The Amulet Of Ogum,,0,6,0,6
Religion In Macau,Religion In Macau,,0,2,0,2
João Havelange,João Havelange,,0,3,0,3
Bedfordshire Clanger,Bedfordshire Clanger,,0,2,0,2
Ethnic Germans In Bolivia,Ethnic Germans In Bolivia,,0,2,0,2
Saint Lucia Customs & Excise Department,Saint Lucia Customs & Excise Department,,0,2,0,2
Paternal,Paternal,,0,3,0,3
"Department Of Citizenship, Asylum And Migration (Kosovo)","Department Of Citizenship, Asylum And Migration (Kosovo)",,0,2,0,2
Poitín,Poitín,,0,2,0,2
1922 Brazilian Presidential Election,1922 Brazilian Presidential Election,,0,9,0,9
Police Of Ethiopia,Police Of Ethiopia,,0,2,0,2
Barbacena,Barbacena,,0,5,0,5
Henrique Eduardo Alves,Henrique Eduardo Alves,,0,11,0,11
Santa Fé Do Sul,Santa Fé Do Sul,,0,3,0,3
Facebook,Facebook,,0,2,0,2
Fantástico,Fantástico,,0,3,0,3
Federal Regional Court,Federal Regional Court,,0,8,0,8
São José Do Cedro,São José Do Cedro,,0,2,0,2
Edemar Cid Ferreira,Edemar Cid Ferreira,,0,16,0,16
Imf,Imf,,0,2,0,2
Marinópolis,Marinópolis,,0,2,0,2
José Gonçalves De Minas,José Gonçalves De Minas,,0,4,0,4
Uberlândia,Uberlândia,,0,8,0,8
Diarrhea,Diarrhea,,0,2,0,2
Fabiano Contarato,Fabiano Contarato,,0,5,0,5
Blumenau,Blumenau,,0,20,0,20
Coati,Coati,,0,2,0,2
Appalachia,Appalachia,,0,2,0,2
Vespasiano Correa,Vespasiano Correa,,0,3,0,3
Coat Of Arms Of Rio De Janeiro (State),Coat Of Arms Of Rio De Janeiro (State),,0,2,0,2
Princess Maria Anna Of Braganza,Princess Maria Anna Of Braganza,,0,5,0,5
Universidade Presbiteriana Mackenzie,Universidade Presbiteriana Mackenzie,,0,3,0,3
Edson Bispo Dos Santos,Edson Bispo Dos Santos,,0,2,0,2
Roman Catholic Diocese Of Uruaçu,Roman Catholic Diocese Of Uruaçu,,0,2,0,2
Deforestation Of The Amazon Rainforest,Deforestation Of The Amazon Rainforest,,0,14,0,14
Inner Asia,Inner Asia,,0,2,0,2
Shaker (Percussion),Shaker (Percussion),,0,2,0,2
Iso 860,Iso 860,,0,2,0,2
Sabine Lovatelli,Sabine Lovatelli,,0,16,0,16
